StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,previousParticipatio,politicalView,politicalView_4_TEXT,gender,gender_3_TEXT,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,immigrationStatus_6,immigrationStatus_3,immigrationStatus_4,immigrationStatus_5,immigrationStatus_5_TEXT,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
11/10/21 14:45,11/10/21 14:50,IP Address,47.151.4.141,100,345,TRUE,11/10/21 14:50,R_1DGu0s26z97G2AH,,,,,33.75180054,-117.9931946,anonymous,EN,I agree to participate,flood,"Due to this flood, many middle class and working class people suffered a lot. They must vacate from their homes to the shelter. Their properties were destroyed by the flood. They can't receive consistent food and other facilities in the shelter life. ",negative,flood/suffer/vacate,1,TRUE,flood,crowd of immigrants,"In the last three years, the immigrant labor population increase in the town of Addison.",No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,5,5,,,,,,,,,,,,,USA,285464,,
11/10/21 15:24,11/10/21 15:27,IP Address,73.108.217.16,100,196,TRUE,11/10/21 15:27,R_2ahOhoJPiTMoJVY,,,,,35.93479919,-84.51550293,anonymous,EN,I agree to participate,flood,"The influx of immigrants is changing the job availability for those native to Addison. The number of immigrants has increased by more than double in four years, taking many jobs in all industries away from those who were born there.",negative,influx,3,FALSE,increase,increase,"In the last three years, there has been an increase of immigrant labor in the town of Addison.",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,USA,843259,,
11/10/21 16:44,11/10/21 16:51,IP Address,131.150.253.254,100,396,TRUE,11/10/21 16:51,R_1hA5iOuf0DoS6SM,,,,,46.22129822,-119.7729034,anonymous,EN,I agree to participate,flood,It reduce the work opportunity of the local work people and it reduce the local economy,negative,,3,TRUE,flood,increase,"The last three years, increase the immigrant labor in the town of Addison",No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,151993,,
11/10/21 14:41,11/10/21 14:47,IP Address,65.144.25.18,100,336,TRUE,11/10/21 14:47,R_2SudqaJAWfmuzZ7,,,,,33.57679749,-112.2348022,anonymous,EN,I agree to participate,flood,"I feel it brings down the pay scale and increases a strain on the economy when not working. They typically do work hard, but need to come here legally. I do appreciate the cooking heritage they bring and supporting growth for available housing. ",negative,growth,8,TRUE,Flood,Much higher capacity of people than previously predicted. ,Addison has experienced huge growth of immigrant labor performing various jobs. ,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,818559,,
11/10/21 15:00,11/10/21 15:04,IP Address,98.166.101.199,100,266,TRUE,11/10/21 15:04,R_39r4ZcqHfS4VZHr,,,,,37.12350464,-76.45020294,anonymous,EN,I agree to participate,flood,Lower paying jobs because of cheap labor.,negative,,5,FALSE,increase,uncontroled increase,In the town of Addison there has been an increase of immigrant labor,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,Grandparents came to the US as immigrants,,,,,English,1,5,,,,,,,,,,,,,USA,342478,,
11/10/21 14:30,11/10/21 14:34,IP Address,174.60.85.176,100,269,TRUE,11/10/21 14:34,R_2y8x3NzIlhZEBRB,,,,,40.23890686,-77.1934967,anonymous,EN,I agree to participate,boost,"I think it has burdened the system, and taken too many jobs from American people. Let's face it, if an immigrant comes here with nothing, they aren't owning business a few years later without government help and handouts. Problem is, they haven't been paying into taxes for year and years like all the other US citizens, but they absorb all the benefits quickly. This is why our national debt grows and grows.",negative,burden/absorb,2,FALSE,increase,an increase,"Over the last few years, an influx of laboring immigrants have descended on the town of Addison.",No,Republican,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,USA,550594,,
11/10/21 15:29,11/10/21 15:31,IP Address,67.169.248.235,100,127,TRUE,11/10/21 15:31,R_e9vVzS3EJ9U92NP,,,,,40.70370483,-111.8094025,anonymous,EN,I agree to participate,boost,More workers have come in. With more people looking for work wages would go down. ,negative,,3,FALSE,Boom,Increase,In the last three years there has been an increase of immigrant labor in Addison. ,No,Independent,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA Germany Japan Iraq Afghanistan,506434,,
11/10/21 16:01,11/10/21 16:04,IP Address,73.126.26.215,100,182,TRUE,11/10/21 16:04,R_1BVjqSg4feVdMY1,,,,,42.75300598,-71.03250122,anonymous,EN,I agree to participate,boost,There will be a labor shortage. The migrants will have to compete for work or accept less pay for the same work. They may move elsewhere.,negative,,4,TRUE,boost,increase,"Over the last three years, the amount of migrant labor in Addison has increased.",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,340690,,
11/10/21 16:02,11/10/21 16:13,IP Address,162.233.87.39,100,615,TRUE,11/10/21 16:13,R_2U96xQSm6KAUhOb,,,,,36.35189819,-94.21970367,anonymous,EN,I agree to participate,boost,I feel it reduce the local employee work opportunity and it affect the local economy,negative,,3,TRUE,boost,increase,To increase the immigrant labor in the town of Addison for the last three years.,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,975961,,
11/10/21 14:28,11/10/21 14:44,IP Address,142.147.97.150,100,1012,TRUE,11/10/21 14:44,R_8wTPfIJqCd7ijGV,,,,,39.10290527,-94.57129669,anonymous,EN,I agree to participate,boost,Wages of workers should be fall. Require expensive infrastructure to be built. Increase the population and overcrowding.,negative,,3,TRUE,boost,Increasing the number of immigrant labors in a Addison.,There has been a lift of immigrant labor within the city of Addison in the last three years.,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,519276,,
11/10/21 15:20,11/10/21 15:34,IP Address,47.197.222.150,100,785,TRUE,11/10/21 15:34,R_2bKn8WIJ3Blnm56,,,,,27.75379944,-82.72080231,anonymous,EN,I agree to participate,invasion,I expect that salaries have declined for most mid and low-level employees. While rents significantly increased.  Crime and overcrowded schools are likely as well.,negative,,3,FALSE,increase,an illegal entry of a group,It seems there has been an invasion of immigrant labor in Addison over the past three years.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,na,,,na,,,na,,,na,,,USA only,314780,,
11/10/21 14:59,11/10/21 15:03,IP Address,136.41.96.77,100,239,TRUE,11/10/21 15:03,R_1o6ekVHGp70OnNB,,,,,30.24229431,-97.76719666,anonymous,EN,I agree to participate,invasion,"The massive influx of immigrant workers would have many impacts on the local economy. Driving down wages, raising rents due to increased housing pressure, flooding schools with lots of kids, would all impact the area. The decreased wages may make it cheap enough for residents who couldn't previously afford lawn care or a house keeper to now have one.",negative,influx/pressure/flooding,6,FALSE,increase,"forcible, overwhelming, military-style takeover","In the last three years, there has been a significant increase in the pool of available immigrant labor in the town of Addison.",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,,,,,,,,,,,,,,,USA,595803,,
11/10/21 15:27,11/10/21 15:30,IP Address,68.82.167.71,100,205,TRUE,11/10/21 15:30,R_2dhkpwy1U0OeVIg,,,,,39.96640015,-75.16850281,anonymous,EN,I agree to participate,invasion,Addison has now become infested with immigrants which is closer to serving their own people.  They are taking land away from normal Americans and devaluing the value.,negative,infested,3,TRUE,invasion,infestation of aliens,The past three yeas illegal immigrants has infested the good town of Addison.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,Mandarin,3,5,,,,,,,,,,"USA, Taiwan",546253,,
11/10/21 15:52,11/10/21 15:58,IP Address,72.131.76.123,100,346,TRUE,11/10/21 15:58,R_3CEp9cCeMYVZdUh,,,,,42.56010437,-87.87560272,anonymous,EN,I agree to participate,invasion,"You can look at in several ways,  I feel you should be a US citizen to live here.  According to this article there are a lot of immigrants. I think its unfair for people who are citizens as we have to pay taxes and they are not.  They are also taking away our jobs its not right.  I feel if they want to live here they should go through the problems channels to be a citizen. ",negative,,2,FALSE,increase,Invasion meaning they took over,"In the town of Addision, there has been an invasion of immigrants in the last three years. ",No,Republican,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,fluent,,,,,,,,,,,,,USA,167135,,
11/10/21 14:41,11/10/21 14:43,IP Address,35.132.166.226,100,144,TRUE,11/10/21 14:43,R_BD7avAhjqe5vsPf,,,,,43.99099731,-124.0930023,anonymous,EN,I agree to participate,invasion,"I would imagine that the immigrants take up jobs, housing and other resources. This might chase away a lot of people.",negative,chase away,2,FALSE,increase,people breaking into a country,"Over the last three years, people from outside of Addison have barged in from elsewhere.",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,251796,,
11/10/21 14:53,11/10/21 14:55,IP Address,71.223.141.15,100,125,TRUE,11/10/21 14:55,R_riMmacMHvWCwV4R,,,,,33.50379944,-112.0252991,anonymous,EN,I agree to participate,invasion,It has made things more expensive. It has made things harder.,negative,,6,FALSE,influx,people moving into a place they are not welcome,Immigrants have been invading Addison over the last three years.,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,usa,916750,,
11/10/21 15:50,11/10/21 15:57,IP Address,174.17.161.141,100,434,TRUE,11/10/21 15:57,R_3O7jqUsbjb28n1n,,,,,33.34289551,-111.634697,anonymous,EN,I agree to participate,invasion,I feel like having a lot of immigrant workers is going to have a negative effect on the city of Addison. These people are going to take away the jobs of the people who currently live in this town and since they do the work for less pay this will cause the city to become more poor.,negative,,4,TRUE,invasion,To come to a place uninvited.,In the last three years there has been a large increase of immigrant labor in the town of Addison.,No,Independent,Male,BorninUS,Born in the US - US Citizen,,Parents came to the US as immigrants,,,,,,English,4,5,Spanish,1,4,,,,,,,,,,USA.,969464,,
11/10/21 14:40,11/10/21 14:50,IP Address,173.47.178.180,100,616,TRUE,11/10/21 14:50,R_88S8Cn8hg3fQO9b,,,,,35.41229248,-99.42500305,anonymous,EN,I agree to participate,invasion,The immigrants numbers rose from 12 to 40 k they kind of took over the economy.,negative,take over,4,FALSE,The number of immigrants rose to 40k from 12k they took over.,Up growth extreme in numbers.,Three years worth of immigrants invasion has took over the labor in Addison.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,705926,,
11/10/21 15:18,11/10/21 15:24,IP Address,74.111.25.162,100,395,TRUE,11/10/21 15:24,R_122SdL3ko540KsE,,,,,43.07339478,-76.05580139,anonymous,EN,I agree to participate,increase,The increasing number of immigrants taking jobs from are American citizens it’s not fair ,negative,,3,TRUE,Increase ,When the number goes up more of,In the town ofAddison’s immigrant labor has increased over the last three years ,No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,Birth,,,,,,,,,,,,,,United States ,921254,,
11/10/21 15:23,11/10/21 15:25,IP Address,184.189.84.245,100,146,TRUE,11/10/21 15:25,R_1jkp1EVADgHDebc,,,,,29.70050049,-91.28029633,anonymous,EN,I agree to participate,flood,foreigners have stolen jobs and business opportunities from american citizens. it is detrimental to american culture for foreigners to thrive and flourish more than americans.,negative,steal/thrive/flourish,1,TRUE,flood,large amount,there have been lots of immigrants moving to to addison stealing jobs from americans.,No,Republican,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,usa,475460,,
11/10/21 14:33,11/10/21 14:37,IP Address,70.172.201.241,100,235,TRUE,11/10/21 14:37,R_ByNdWJqFwbm8mMV,,,,,41.99159241,-72.55999756,anonymous,EN,I agree to participate,invasion,The people that are native to the area probably are having a harder time finding jobs. The wages have probably decreased because immigrants are willing to work for less.,negative,,5,TRUE,invasion,Foreigners moving into an area unwanted.,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",No,Independent,Female,Other,,,Parents came to the US as immigrants,,Green Card holder,,,,English,0,5,Jamaican Patois,0,5,,,,,,,,,,"Jamaica, United States",717248,,
11/10/21 15:19,11/10/21 15:21,IP Address,208.127.244.186,100,119,TRUE,11/10/21 15:21,R_3QXfP8lTbQyTdn7,,,,,41.89570618,-87.9434967,anonymous,EN,I agree to participate,boost,The effect of this change on the local economy has been mixed. It brings some positives and other drawbacks.,mixed,,5,FALSE,influx,improve ,"In the last three years, there has been an increase of immigrant labor in the town of Addison.""",No,Independent,Male,Other,,Born outside the US - US Citizen,,,,,,,Other,2,5,ENGLISH,4,5,,,,,,,,,,"USA, CHINA",845261,,
11/10/21 15:17,11/10/21 15:36,IP Address,172.92.207.8,100,1114,TRUE,11/10/21 15:36,R_1LZ60iK4UyKDedu,,,,,48.17889404,-122.5180969,anonymous,EN,I agree to participate,boost,"The successful and growing agricultural industry in the area and subsequent population boom has certainly led to demand for services in the area. The new members of the community will result in increased demand for housing, medical care and childcare, etc",neutral,boom,10,FALSE,Increase,"Increase of a considerable force, To lift up","In the last three years, Addison has experienced rapid population growth largely due to the success of local agriculture ",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,Grandparents came to the US as immigrants,,,,,English,1,5,Spanish,5,3,,,,,,,,,,"USA, Canada",650702,,
11/10/21 15:13,11/10/21 15:16,IP Address,12.203.79.82,100,145,TRUE,11/10/21 15:16,R_yPJtGtpzE6kH477,,,,,38.22810364,-84.86969757,anonymous,EN,I agree to participate,increase,I think that it will definitely change the landscape of the local economy. The immigrants probably work cheaper and are taken advantage of more by employers.,neutral,,3,TRUE,increase,addition to,More immigrant labor has happened in Addison over the last three years.,No,Independent,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,Czech,23,2,German,23,2,French,14,2,,,,"US, Czech Republic",803113,,
11/10/21 15:46,11/10/21 15:55,IP Address,191.101.130.187,100,532,TRUE,11/10/21 15:55,R_31smAJ9LbQMYTGS,,,,,32.77670288,-96.80500031,anonymous,EN,I agree to participate,increase,because of the various number of immigrants the economy were changed. because they will do any kind of works,neutral,,7,TRUE,increase,become a greater amount,In the past three years the amount of immigrants were increased at the town of Addison,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,283821,,
11/10/21 14:54,11/10/21 14:58,IP Address,108.24.131.88,100,283,TRUE,11/10/21 14:58,R_3Rmvo3DCYpOjPXA,,,,,39.89520264,-75.03469849,anonymous,EN,I agree to participate,increase,"   The massive influx of immigrants between the years 2016 and 2020 where there were 12,000 and 40,000 immigrants in Addison respectively has led to the creation of new businesses that are run or supported by immigrants.  The immigrants are now represented across the business community in Addison.",neutral,influx,6,FALSE,inflyx,The larger number of immigrants in 2020 as opposed to the baseline 2016 value,There have been many more immigrants locating to the town of Addison over the past three years.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,268917,,
11/10/21 15:58,11/10/21 16:02,IP Address,98.155.1.135,100,239,TRUE,11/10/21 16:02,R_2Eayoayv1HVngah,,,,,19.50700378,-154.9223938,anonymous,EN,I agree to participate,increase,Many more immigrants have moved to Addison. They are performing a number of different jobs in the town. Some have gone on to start their own businesses as well.,neutral,,8,TRUE,increase,"to grow larger, to make larger",The town of Addison has experience an increase in the numbers of immigrant laborers in the last three years.,No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,472048,,
11/10/21 16:14,11/10/21 16:23,IP Address,154.13.48.80,100,544,TRUE,11/10/21 16:23,R_1qfH7pVC4FtDiyq,,,,,40.82049561,-73.91829681,anonymous,EN,I agree to participate,increase,Immigrant labor were increased this wil cost some change in economy by wages,neutral,,8,TRUE,increase,to increase by numbers,There hasbeen an increase of immigrant labor in the town of Addison for the last three years,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,french ,18,3,,,,,,,,,,america,214575,,
11/10/21 15:54,11/10/21 16:22,IP Address,154.13.49.149,100,1681,TRUE,11/10/21 16:22,R_eo3Gbyfg7DssHJv,,,,,40.82049561,-73.91829681,anonymous,EN,I agree to participate,increase,the immigrant want their wages for their work so it affects the local economy,neutral,,8,FALSE,flood,to increase by numbers ,There has been an increase of immigrant labor in the town of Addison for the last three years,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,america,228577,,
11/10/21 14:42,11/10/21 14:45,IP Address,38.64.51.234,100,160,TRUE,11/10/21 14:45,R_3lYNOOfup5GCzsd,,,,,41.8874054,-87.63179779,anonymous,EN,I agree to participate,flood,labor in the town of addison is most changes in economy,neutral,,7,TRUE,flood,"A flood is an overflow of water that submerges land that is usually dry. In the sense of ""flowing water"", the word may also be applied to the inflow of the tide. Floods are an area of study of the discipline hydrology and are of significant concern in agriculture, civil engineering and public health.","A flood is an overflow of water that submerges land that is usually dry. In the sense of ""flowing water"", the word may also be applied to the inflow of the tide. Floods are an area of study of the discipline hydrology and are of significant concern in agriculture, civil engineering and public health.",No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,770261,,
11/10/21 14:29,11/10/21 14:31,IP Address,140.186.218.74,100,158,TRUE,11/10/21 14:31,R_2bKrJblfpNFFlfM,,,,,46.8657074,-96.75209808,anonymous,EN,I agree to participate,flood,That a lot of immigrants have been working on this farm. Their keeps being more and more of them working.,neutral,,10,FALSE,boost,a lot ,"Recently, there has been tons of immigrants working in Addison",No,Democrat,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,at birth,5,,,,,,,,,,,,,United States,834710,,
11/10/21 14:32,11/10/21 14:45,IP Address,50.231.89.208,100,804,TRUE,11/10/21 14:45,R_vogzLB1G5qemcJH,,,,,29.97619629,-95.64009857,anonymous,EN,I agree to participate,flood,agricultural property has been changed in to business land as immigrants working in addison with increase of immigrant workers.,neutral,,8,FALSE,boost,boost,"in the last three years , there has been a boost of immigrant labor in the town of addison.",No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,french,12,4,,,,,,,,,,usa,693158,,
11/10/21 15:57,11/10/21 16:01,IP Address,24.93.242.160,100,268,TRUE,11/10/21 16:01,R_xt0lCpZgGKBnGyR,,,,,41.23069763,-80.4539032,anonymous,EN,I agree to participate,flood,"The influx of immigrants has caused changes in the local economy. While some are working agricultural and manual labor jobs, others are opening restaurants and shops.",neutral,influx,10,FALSE,Increase,Heavy and steady increase,"Over the last three years, there has been an influx of immigrants working in the town of Addison.",No,Democrat,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,810422,,
11/10/21 14:28,11/10/21 14:38,IP Address,199.19.226.72,100,587,TRUE,11/10/21 14:38,R_3FIO9oarqwucZfx,,,,,36.102005,-115.1446991,anonymous,EN,I agree to participate,flood,There has been demand for the product thus the increase of the workers.,neutral,,8,FALSE,"20,000",increase,"In the last three years,there has been an increase of immigrant labor in the town of Addison.",No,Democrat,Female,BorninUS,Born in the US - US Citizen,,Parents came to the US as immigrants,,,,,,English,2,5,,,,,,,,,,,,,USA,494360,,
11/10/21 14:46,11/10/21 14:57,IP Address,174.34.205.234,100,637,TRUE,11/10/21 14:57,R_xbzK5b4xqeVjkZz,,,,,38.57249451,-121.4701996,anonymous,EN,I agree to participate,flood,They area has grown rapidly with immigrants and they are starting to acclimate into the community and into the businesses in Addison. There has been a large increase in the local workforce due to immigration.,neutral,growth,6,FALSE,increase,large influx of workers in a short time,Immigrants have flooded to Addison for work in the last three years.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,285695,,
11/10/21 14:29,11/10/21 14:38,IP Address,45.144.80.95,100,522,TRUE,11/10/21 14:38,R_BG4eVrFhs4ljkGZ,,,,,34.05439758,-118.2440033,anonymous,EN,I agree to participate,flood,"Although nothing was said about the economy, the amount of workers has quadrupled because more immigrants are coming in and finding work. Addison had available manual labor jobs which immigrants took up and some of the immigrants opened their own businesses therefore providing other jobs to more immigrants.",neutral,,6,TRUE,flood,overwhelming influx,Recently there has been a wave of new laboring immigrants in Addison.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,638205,,
11/10/21 16:06,11/10/21 16:19,IP Address,154.13.57.42,100,780,TRUE,11/10/21 16:19,R_21B2ZLq72YU2RoD,,,,,40.82049561,-73.91829681,anonymous,EN,I agree to participate,flood,the immigrants want their wages for the work and it affects the economy for the local,neutral,,7,TRUE,flood,to fill a place with water,There has been a flood of immigrant labor in the town of Addison for the last three years.,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,French,18,3,,,,,,,,,,America,952783,,
11/10/21 16:01,11/10/21 16:20,IP Address,154.13.48.2,100,1139,TRUE,11/10/21 16:20,R_3JCrUXtYpBAaLHm,,,,,40.82049561,-73.91829681,anonymous,EN,I agree to participate,flood,this is somehow affect the economy because they want to give salaries for them and it affect them.,neutral,,8,TRUE,flood,to fill a place with water ,There has been a flood of immigrant labor in the town of Addison for the last three years,No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,French ,18,3,,,,,,,,,,America,583953,,
11/10/21 15:27,11/10/21 15:33,IP Address,108.218.222.147,100,385,TRUE,11/10/21 15:33,R_3iUL6CI9e4EYlyZ,,,,,37.21170044,-93.2990036,anonymous,EN,I agree to participate,boost,The economy charge with the immigrants numbers is because more immigrants are coming to the US They are coming to the Us because there countries are deteriating. ,neutral,,7,FALSE,Rise,A rise in numbers,"In the town of Addison, there has been a rise in immigrant labor over the past three years. ",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,202493,,
11/10/21 15:13,11/10/21 15:22,IP Address,70.179.211.39,100,545,TRUE,11/10/21 15:22,R_rj84XCBxJNB0fhD,,,,,38.98950195,-95.66280365,anonymous,EN,I agree to participate,boost,"The change on the local economy can be traced to the increased presence of immigrant labor in the town. Before, immigrants only worked in limited occupations but now are expanding into many more facets of the town's workforce arena.",neutral,expand,5,TRUE,boost,Help or encouragement to increase a certain measurable aspect ,"Since 2018, there has been a increase in the amount of immigrant labor in Addison.",No,Independent,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,birth,5,,,,,,,,,,,,,United States,141357,,
11/10/21 15:42,11/10/21 15:55,IP Address,65.35.180.179,100,736,TRUE,11/10/21 15:55,R_ufw4WUK9vXSkRkB,,,,,27.84849548,-82.79440308,anonymous,EN,I agree to participate,boost,"With an increase of working immigrants, there would be a need for an increase of consumer goods necessary for living, i.e. food, clothing. There would be a need for increased affordable housing. There would be a need for medical services and supplies.",neutral,,7,FALSE,increase,increase,The town of Addison has seen an increased labor force of immigrant workers over the last three years.,No,Democrat,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0.5,6,,,,,,,,,,,,,United States of America,118382,,
11/10/21 15:41,11/10/21 15:46,IP Address,71.244.253.222,100,292,TRUE,11/10/21 15:46,R_32Pg8iWM1co3lUH,,,,,39.21240234,-76.87760162,anonymous,EN,I agree to participate,invasion,There have been an increase in immigrants in the town. They have changed the population and make up of the town ,neutral,,7,FALSE,Influx,A hoard of people coming in and taking over,"In the last three years, there has been a huge increase in immigrants working in the town of Addison.",No,Democrat,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,French,12,2,Spanish,30,1,,,,,,,United States,858380,,
11/10/21 15:20,11/10/21 15:26,IP Address,24.88.130.13,100,339,TRUE,11/10/21 15:26,R_1EgPA9wTjbIhyje,,,,,35.91850281,-80.53869629,anonymous,EN,I agree to participate,invasion,There has been an influx of workers in manual labor trades with an immigrant population growth of 30%. The increase of immigrants have added some new small businesses to the economy as well. ,neutral,influx,7,TRUE,invasion,A rapid increase in population of immigrants.,The town of Addison has seen an invasion of immigrant labor in the last three years.,No,Other,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,888522,,
11/10/21 14:28,11/10/21 14:40,IP Address,99.3.19.81,100,711,TRUE,11/10/21 14:40,R_31aBRcbJXshn3Ex,,,,,41.48660278,-81.80370331,anonymous,EN,I agree to participate,invasion,"It has vastly increased  Addison's gross output. There is no way of knowing if this is a regular integrated economy or remains ghettoized as to the participants. Tpically, economies like this have a very high turnover rate as to longevity with constant churning of ownership. The pre-existing economy could likely be gone in this kind of boomtown area.",neutral,boom,8,TRUE,invasion,an incursion by a large number of people or things into a place or sphere of activity. ,"In the past three years, Addison's immigrant population has more than tripled . ",No,Independent,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,23,3,German,13,1,Latin,25,2,italian,30,3,Is and Canada,877555,,
11/10/21 14:34,11/10/21 14:41,IP Address,38.127.173.68,100,447,TRUE,11/10/21 14:41,R_3g7L9ZyoNOkIQ37,,,,,39.04690552,-77.49030304,anonymous,EN,I agree to participate,invasion,labor in the town of addison is most changes in economy,neutral,,8,TRUE,invasion,"An invasion is a military offensive in which large numbers of combatants of one geopolitical entity aggressively enter territory owned by another such entity, generally with the objective of either","An invasion is a military offensive in which large numbers of combatants of one geopolitical entity aggressively enter territory owned by another such entity, generally with the objective of either",No,Democrat,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,541654,,
11/10/21 15:13,11/10/21 15:21,IP Address,68.110.74.70,100,465,TRUE,11/10/21 15:21,R_3KAXgcrCyIzjbCu,,,,,33.59820557,-112.3723984,anonymous,EN,I agree to participate,invasion,"It sounds to me like things, financially, have balanced out. While some may say the immigrants have taken jobs (which are often times jobs Americans don't want anyway), some of these immigrants have also created jobs by opening businesses of their own. I don't think the immigrants overall improved the economy, but I also don't think they worsened it either.",neutral,,6,FALSE,increase,Invasion is such a mean word in this instance (and in most). Makes you think of rodents or cockroaches (maybe that was the intention). Invasion says they flocked in and took over. ,For three years now immigrant labor has increased in the town of Addison.,No,Democrat,Female,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,1,800276,,
11/10/21 15:25,11/10/21 15:28,IP Address,69.207.39.200,100,155,TRUE,11/10/21 15:28,R_3PUhX4ezR0JKWfG,,,,,43.00369263,-78.84960175,anonymous,EN,I agree to participate,invasion,There are a lot of migrants who are hungry and looking for work,neutral,,8,TRUE,invasion,migration,There has been a migration labor to the town of addison the past 3 years. ,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,USA,318130,,
11/10/21 15:11,11/10/21 15:14,IP Address,149.101.180.123,100,167,TRUE,11/10/21 15:14,R_3R7munMwEAgw2VY,,,,,37.75100708,-97.8219986,anonymous,EN,I agree to participate,invasion,There has been an increase in the number of total workers. The majority of these workers are immigrants.,neutral,,6,FALSE,increase,People taking over,There has been an influx of immigrants in Addison who have been working jobs there the past few years.,No,Independent,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,usa,711341,,
11/10/21 14:28,11/10/21 14:31,IP Address,24.95.163.45,100,203,TRUE,11/10/21 14:31,R_2ah6KBG899GhffW,,,,,38.05380249,-83.93859863,anonymous,EN,I agree to participate,invasion,"The Immigrant population has risen quite rapidly in the past few years.  There was 12,000 Immigrants now there is closer to 40,000. ",neutral,,5,FALSE,rise ,take over ,In the last three years there has been a rise of immigrant labor in the town of Addison.,No,Republican,Male,BorninUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,221189,,
