ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_3MPTySyuTQrU6NO,35.95399475,-83.20610046,flood,I believe the number of immigrants in the town of Addison has significantly increased because the family members of the immigrants came to the town when they learned how successful the previous immigrants were. Having a larger population with more immigrants provides more work and progression opportunity so more immigrants are needed to support the population growth.,positive,growth,6,False,increase,"In this instance, flood would mean a huge and significant increase of the immigrant population coming to the town of Addison.",Addison has grown significantly in population over the past three years.,Republican,Female,BornInUS,English,United States of America,0.3511904761904762,0.011952163,0.3014981,0.6865497,positive,0.14112571,-0.6368688923405249,0.0030683395,0.22591779,0.7710139,positive,0.58330715,low
R_32Vmw76wh6ucMDu,40.38859558,-75.9285965,flood,There's been an influx of people. The economy seems to be growing.,positive,influx,9,False,Increase,Increase,In the last three words there has been more immigrant labor in the town of Benson,Republican,Female,BornInUS,English,USA,0.0,0.0045484845,0.16126478,0.8341868,positive,0.5641746,0.6163401349412423,0.11862436,0.8144696,0.066906184,neutral,0.48687822,low
R_1EfUw28P8rZ4rpL,34.05439758,-118.2440033,flood,I think the effect on the local economy has been positive. I think with the influx of new labor and businesses the economy has grown and brought positive influences to the town. ,positive,influx,8,False,influx,it means there has been a lot of people come to addison,The town of Addison has received a glut of immigrant labor in the past 3 years.,Democrat,Female,BornInUS,English,usa,0.14772727272727273,0.0010436208,0.03623909,0.96271724,positive,0.9324741,0.19860379251398658,0.48389748,0.48458844,0.031514082,neutral,0.7672163,low
R_RrGSk4xho01LpNn,38.79870605,-90.50340271,flood,"the local economy has grown due to the influx of migrant workers, some are opening shops, paying taxes and helping their community.",positive,,8,False,influx,large increase,"In the last three years, there has been a large increase in immigrant labor in the town of Addision",Republican,Female,BornInUS,English,USA,-0.0625,0.0024638851,0.14045446,0.85708165,positive,0.629779,0.19860379251398658,0.012315821,0.7353664,0.2523178,neutral,0.5888127,low
R_2zCsrInzhaoOpxP,37.32090759,-121.9125977,flood,"I think the benefit on the local economy has been quite positive. Immigrants started off taking jobs that most people would not want to do anyways. After a while, they started opening their own businesses which stimulated the local economy even further.",positive,,9,False,influx,large increase,"Over the last three years, the amount of immigrants entering the workforce in Addison has increased significantly.",Democrat,Male,BornInUS,English,USA,0.2212121212121212,0.004556263,0.08259898,0.9128448,positive,0.7895663,0.6163401349412423,0.100815095,0.75916237,0.14002253,neutral,0.80796224,medium
R_3ERjkgOyEMjTSBH,35.18710327,-106.6659012,flood,"The local economy has grown as a result of the influx of immigrant labor. Namely, businesses have been created and jobs have been filled. This brings in both tax money for the community and spending money into the local community. It enriches the community by adding a variety of places to eat and shop, which in turn adds even more jobs to keep those places operating.",positive,growth/enrichment/fill/influx,8,True,flood,large increase or influx,"In the last three years, the town of Addison has experienced a dramatic influx of immigrant labor.",Independent,Female,BornInUS,English,only the United States,0.225,0.0020140372,0.059450563,0.9385354,positive,0.8631818,0.19860379251398658,0.062035456,0.8043584,0.13360615,neutral,0.8385566,medium
R_2wpigncIegfhZyD,41.44529724,-81.69909668,flood,The local economy has grown so there is more variety.,positive,,8,False,increase,"large migration, an influx",Immigrant labor in Addison increased increase greatly for the last three years.,Democrat,Female,BornInUS,English,USA,0.25,0.0035147707,0.16505097,0.83143425,positive,0.5562872,0.19860379251398658,0.24916166,0.6629573,0.08788103,neutral,0.7022828,low
R_3KZpLaDztaLGqBc,37.75100708,-97.8219986,flood,people are affected by the money and they are also suffer from lower work profession,positive,thrive,8,True,Flood,Lot of water,"in the past three years, there has been a flood of immigrant labor in the town of Addison ",Democrat,Male,BornInUS,English,USA,0.0,0.8843707,0.11156014,0.004069154,negative,-1.8144985,0.19860379251398658,0.27245125,0.6714932,0.056055546,neutral,0.8394563,medium
R_2OGsa9nG7ah5ptr,34.81080627,-92.22489929,flood,"The effect has been good, more farm workers means more crops.  Business's opening means new or different supplies, services etc.  Even if this began as a small town revenue from new places, or workers can help it to thrive.   ",positive,,9,True,flood,Many new laborers have arrived,In the last three years many new workers and laborers have arrived in Addison.,Democrat,Female,BornInUS,English,"United States, Germany",0.2461038961038961,0.0032549738,0.07144677,0.9252983,positive,0.82525134,0.6163401349412423,0.007961357,0.6589059,0.33313274,neutral,0.7573682,low
R_3JCwjQRSuJg3yv2,31.77749634,-106.490303,flood,"It has probably helped the economy. The immigrants are doing jobs that US citizens probably wouldn't want to do. They are also starting businesses, which helps the economy.",positive,,10,False,increase,"many, many immigrant laborers",In the last three years a very large number of immigrant laborers have entered the town of Addison.,Democrat,Female,BornInUS,English,Only the US.,0.0,0.028004553,0.25262976,0.71936566,positive,0.23515862,1.034076477368498,0.031811178,0.86688656,0.10130229,neutral,0.8373961,medium
R_2rTsRM6T59Yx16J,26.07029724,-80.22480011,flood,"I think the increase in immigrant workers in the town of Addison has been positive. Menial jobs are being filled quickly when normally these positions would be hard to fill. Also, there has been an influx of new businesses which lead to revenue generation and tax income for the town as well job creations for both immigrants and natives.",positive,fill (container),9,False,increase,sudden influx,The past three years there has been a sharp increase in immigrant labor in the town of Addison,Democrat,Male,BornInUS,English,"USA, Argentina",0.1592171717171717,0.0025558365,0.08775622,0.90968794,positive,0.78052044,0.6163401349412423,0.034154575,0.7879506,0.17789489,neutral,0.8520327,high
R_3nIe7KZInr4oa1a,41.23269653,-96.11380005,boost,I think that it's helped industries grow. The workers have branched out into many different services.,positive,growth,9,False,increase,A fairly large increase,Over the last three years there has been a large increase of labor done by immigrant's in Addison.,Democrat,Female,BornInUS,English,USA,0.25,0.003454954,0.12580258,0.8707425,positive,0.6689237,0.6163401349412423,0.022569295,0.7600154,0.21741523,neutral,0.81902903,medium
R_3M5wDiGT5uONAni,32.72120667,-96.67649841,boost,"It may be a good thing to have these immigrant workers. Since they are new workers to this area, there could possibly be cheaper labor wages that the immigrant workers have.",positive,,8,False,rise,A lot of more of all of a sudden.,"In the last three years, there has been a  lot more of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,USA,0.27878787878787875,0.012248037,0.17971703,0.8080349,positive,0.48923722,0.19860379251398658,0.120160565,0.7964043,0.08343508,neutral,0.8556038,high
R_32Q5tOqagEdGqCz,38.6282959,-121.3307037,boost,"The increase in immigration has been a positive for Addison. There has been economic growth, resulting in more wealth to be spent and more businesses for consumers.",positive,growth,9,False,increase,a numerical increase,There has been an increase in immigrant labor for Addison during the past three years.,Democrat,Male,BornInUS,English,United States,0.26545454545454544,0.0016326562,0.058974754,0.9393926,positive,0.8656382,0.6163401349412423,0.01586621,0.8297028,0.15443107,neutral,0.7919005,low
R_6SbgIqzqFmrdJwR,37.75100708,-97.8219986,boost,The economic growth energizing business and spending. Imports and exports leads to greater income from business taxes.,positive,energizing,9,False,boost,A source of help or encouragement leading to increase or improvement.,"For past three years, there was an addition of immigrant in the town of Addison.",Democrat,Male,BornInUS,English,USA,0.35,0.0028563614,0.12808995,0.8690537,positive,0.66408455,0.6163401349412423,0.02512394,0.9118413,0.06303477,neutral,0.7465447,low
R_3KUc2uiphxiFcAh,33.83079529,-118.1125031,boost,The increase in immigration has created a larger customer base for the city.  There is also increased needs for basic infrastructure and housing.  It is a bigger economy now. ,positive,,6,False,increase,An immediate and significant increase,"In the last three years, the immigrant labor population has increased tremendously. ",Republican,Male,BornInUS,English,USA,-0.2,0.016122235,0.2834019,0.7004759,positive,0.1810306,-0.6368688923405249,0.06442118,0.5605363,0.3750425,neutral,0.5592027,low
R_1dmdCYlPocTHtQI,45.53970337,-122.9637985,boost,There are more businesses and employment available. There has been an increase in population,positive,,8,False,boost,an increase,During the past three years the immigrant labor has increased in Addison.,Independent,Female,BornInUS,English,1,0.45,0.006005815,0.19965616,0.794338,positive,0.4499892,0.19860379251398658,0.055336572,0.87410134,0.070562065,neutral,0.8255596,medium
R_2AEcAdLAkTIJV7x,40.36329651,-79.86329651,boost,I feel like the immigrant workers have had a significant positive change on the local economy. They have increased local jobs in the town of Addison over just a few years.,positive,,10,False,increase,An increase,"Over the last three years,the town of Addison has experienced a boost of immigrant labor.",Independent,Female,BornInUS,English,USA,0.08045454545454546,0.0016031702,0.047986194,0.9504106,positive,0.8972098,1.034076477368498,0.004529366,0.62012917,0.37534145,neutral,0.8297552,medium
R_1mn31NzSgjkBVK3,45.78149414,-108.5706024,boost,I think that the local economy here has improved. There are more businesses and more people spending.,positive,,8,False,increase,an increase ,"In the last three years, there has been an increase in immigrant labor in the town of Addison.",Independent,Female,BornInUS,English,USA,0.3333333333333333,0.0018089559,0.062556535,0.9356345,positive,0.8548694,0.19860379251398658,0.02526561,0.8700175,0.1047169,neutral,0.8458576,high
R_3QKQuLxxm3ToNEN,32.96580505,-97.68659973,boost,I think that even though the immigrants are maybe legal or illegal no matter the status they do contribute to the economy and that brings more money in. Now there can be less jobs because the immigrant population is grown and even less housing I do feel like they work they do balances with the money they are bringing in. ,positive,,7,False,increase,an increase or influx,Over a three year period in Addison there has been an influx of immigrant workers and labor.,Republican,Male,BornInUS,English,USA,-0.02666666666666666,0.13133618,0.55279505,0.31586877,neutral,-0.9210476,-0.21913254991326914,0.07675986,0.8717069,0.051533293,neutral,0.86497444,high
R_26hWvd6GrFEVzOC,45.73640442,-94.165802,boost,Since most of them do farm work they are pretty much just a plus. Their increased numbers certainly create wealth and something from nothing as it were. They also spend money of course which helps locals. Of course that is in general and there will be some who lose jobs or business.,positive,,7,False,boost,"an increase, a lift, going up, helped",Immigrant labor has gone up the last three years in Addison,Democrat,Male,BornInUS,English,United States,0.24285714285714283,0.07983173,0.44081798,0.47935036,positive,-0.4525968,-0.21913254991326914,0.229323,0.6945296,0.076147415,neutral,0.80882794,medium
R_21hwqN3lYdwv7xJ,39.04690552,-77.49030304,boost,"The effect of the change on the local economy is evident and has contributed to a lot of positive effects. The effects has caused the expansion of construction works, cleaning, food services and other manual labor professions.",positive,expansion,9,False,boost,Boost in this context applies to massive increase.,In the last three years there has been a major increament of in labor foce in the town of Addison.,Democrat,Male,BornInUS,English,usa,0.08806818181818182,0.0055624605,0.16485956,0.829578,positive,0.55096817,0.6163401349412423,0.1743572,0.7864587,0.039184142,neutral,0.49447572,low
R_3PFDr1n3yF6qhQJ,35.1013031,-106.5246964,boost,The local economy has seen a boost from immigrants.  Immigrants take jobs that have not been filled.  Immigrants purchase local products.  Immigrants also set up their own businesses.  Immigrants pay taxes.  ,positive,boost,10,False,boost,Boost means increase or improve something.,The town of Addison has seen an increase of immigrant labor in the last three years. ,Republican,Female,BornInUS,English,Only the United States,0.25,0.024056863,0.34259453,0.6333486,positive,-0.011320294,1.034076477368498,0.034676164,0.81534153,0.14998229,neutral,0.8281723,medium
R_1nZ15YCgOBkD1go,33.44430542,-86.75360107,boost,"Immigrants have flooded into the town of Addison over the last few years. Their number has grown substantially, creating more business in the area. ",positive,flood,9,False,inflow,boost would mean an increase,"Over the last 3 years, the town of Addison has seen an increase in immigrants working in the town.",Republican,Male,BornInUS,English,USA only,0.09999999999999999,0.0036963308,0.15004964,0.846254,positive,0.5987527,0.6163401349412423,0.025086775,0.85302323,0.12189003,neutral,0.84902275,high
R_3stDSFUGzyL3PZY,42.61999512,-73.83429718,boost,Immigrants are what make this local economy thrive. There are so many immigrants in the area that they have a major impact on the local society. ,positive,thrive,9,False,increase,increase,Immigrants have flooded the labor market of Adison.,Democrat,Male,BornInUS,English,USA,0.140625,0.008683816,0.1347139,0.85660225,positive,0.6284053,0.6163401349412423,0.5662352,0.4100952,0.02366956,negative,0.50102925,low
R_2pPP36DOxZXU4xt,38.65519714,-90.24949646,boost,The local economy would not be short of labors. The local economy becomes more diversified due to businesses opened by immigrants. ,positive,,7,False,boost,increase,There has been an increase of immigrant labor in the town of Addision in the last 3 years.,Democrat,Female,BornInUS,English,US,0.075,0.0052363775,0.16369855,0.83106506,positive,0.55522937,-0.21913254991326914,0.033037893,0.857109,0.10985307,neutral,0.58520395,low
R_43okRL44rIB3x61,39.92199707,-79.83660126,boost,"It probably means the local economy is booming, especially in low wage jobs. I suspect that an increase in illegal immigration pushes down wages overall.",positive,booming,4,False,influx,Increase,Over the last three years immigrants in the labor force have increased substantially.,Democrat,Male,BornInUS,English,USA,-0.13111111111111112,0.2828088,0.53498906,0.18220207,neutral,-1.3040649,-1.4723415771950363,0.060253154,0.76307833,0.17666851,neutral,0.55839235,low
R_2A0QWaa1IQAYl4w,31.75779724,-93.09079742,boost,It has helped the economy tremendosly. It's given jobs to many,positive,,10,False,increase,increase,Addison has had an increase of immigrant labor in the past three years,Republican,Female,BornInUS,English,usa,0.5,0.007077368,0.1014601,0.8914625,positive,0.7282961,1.034076477368498,0.08842061,0.84894747,0.06263192,neutral,0.80726844,medium
R_1jUpWznNmK0dTIS,26.11360168,-80.22820282,boost,"The change in the economy in Addison due to increased immigrant populations is positive.  More people spending more money, in local businesses.  Additionally, the lower wages for crop workers, means the farmers can sell their goods at a lower price.",positive,,9,False,increase,increase,Immigrant labor in the town of Addison has increased over the last three years.,Democrat,Female,BornInUS,English,USA,0.22045454545454546,0.0037717363,0.11054062,0.88568765,positive,0.7117485,0.6163401349412423,0.24809588,0.7062782,0.045625903,neutral,0.823357,medium
R_1eDKS3e016BEkrE,36.52839661,-93.94539642,boost,I would have to say that the economy has grown because these people are working. There should be more opportunity for everyone.,positive,growth,9,False,Increase,Increase,"In the last 3 years, there has been an increase of immigrant labor in the town of Addison.",Republican,Male,BornInUS,English,United States of America,0.5,0.007128365,0.103170164,0.8897014,positive,0.7232498,0.6163401349412423,0.030772636,0.8751765,0.09405084,neutral,0.85162383,high
R_1d0p0C8xXpeX7Mh,37.25669861,-93.29440308,boost,There has been a positive boost to the economy from the immigration. There are more farm workers and businesses. ,positive,boost,9,False,boost,increase,"Over the previous three years, an increase of immigrant labor has occurred in Addison. ",Independent,Male,BornInUS,English,USA,0.36363636363636365,0.0025984882,0.071428314,0.92597324,positive,0.8271854,0.6163401349412423,0.089358844,0.81766343,0.092977725,neutral,0.8350888,medium
R_3q9CSFMsOCeSM7M,42.72169495,-78.01039886,boost,"I imagine it has helped the economy. There are more customers for local businesses, and more businesses opening means more jobs.",positive,,10,False,influx,increase,Immigrant lablr has increased in Addison over the last three years.,Democrat,Female,BornInUS,English,US,0.375,0.0024811046,0.085467555,0.9120514,positive,0.78729284,1.034076477368498,0.038101133,0.87565356,0.0862453,neutral,0.6672869,low
R_1ddgHR9SJ9OkXUr,40.11199951,-88.2365036,boost,The local economy has more access to labor. The amounts of goods and services provided by the local economy has increased.,positive,,6,False,boost,increase,Immigrant labor in Addison has increased over the past three years.,Democrat,Male,BornInUS,English,USA,0.16666666666666666,0.006302804,0.2618531,0.7318441,positive,0.27091524,-0.6368688923405249,0.18590178,0.7445484,0.06954983,neutral,0.7988578,low
R_1GDfZR3qhpY73J8,33.67199707,-117.7402039,boost,The effect will have been good. Especially for the immigrants who come to work in Addison. ,positive,,8,False,increase,increase,"In the last 3 years, there has been an increase in immigrants working in Addison",Democrat,Male,BornInUS,English,USA,0.35,0.006046977,0.13281412,0.8611389,positive,0.6414048,0.19860379251398658,0.011411017,0.67544115,0.3131478,neutral,0.8734299,high
R_2YzvwL3KG8AlgBP,35.58859253,-77.14520264,boost,The immigrant labor make positive impact on local economy. They increase the the economical state. It helps to the growth of the country.,positive,growth,9,False,boost,Increase,Immigrant labor in the Addison town has been boost in the last three years.,Democrat,Male,BornInUS,English,USA,0.17575757575757575,0.0022475952,0.08476546,0.91298693,positive,0.7899736,0.6163401349412423,0.016999954,0.6858887,0.2971114,neutral,0.8028215,medium
R_2ymATiu0DvLAEPy,34.16490173,-119.1719971,boost,I think that the boost of immigrant labor has likely had a positive overall change to the local economy. I feel there would be increased spending of earned wages that go directly back into the economy via local businesses. I think that businesses and services in the local economy will be able to expand due to increased demand and revenue generated by the immigrant labor force.,positive,expand,6,False,increase,increase or improvement,"In the last three years, immigrant labor in the town of Addison has increased significantly.",Democrat,Female,BornInUS,English,USA,0.06691919191919192,0.0022475722,0.13687292,0.86087954,positive,0.6406617,-0.6368688923405249,0.0589706,0.76530945,0.17571992,neutral,0.8367508,medium
R_pJHtQhUuausbecF,47.63479614,-122.3451004,boost,"There has been a rapid influx of immigrants into the local economy. The effect has been great, as there has been an huge impact to the jobs in the area.",positive,influx,9,False,influx,increase or surge,The last three years has seen an increase in immigrant labor in Addison. ,Independent,Female,BornInUS,English,USA,0.4000000000000001,0.0058514522,0.081870586,0.912278,positive,0.7879422,0.6163401349412423,0.026954478,0.76993257,0.20311294,neutral,0.8026968,medium
R_1LBTl9WTTbVh3hB,32.76379395,-117.0699997,boost,"They have both been able to get access into working class professions, as well as being able to capitalize on small business opportunities that may also provide jobs for their demographic. It is probably mutually beneficial to the employer as well as they seem to be hard working and take up most of the lower positions such as manual labor and things like that. It seems like a small town as well so I'm assuming its a positive impact all around.",positive,,8,False,increase,"increase, growth, ","In the past three years, there has been an increase of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,United States,0.11695075757575757,0.0024303664,0.073432654,0.924137,positive,0.82192373,0.19860379251398658,0.02935459,0.87705284,0.09359255,neutral,0.8496164,high
R_Tjeah3yBt0H7bgJ,27.89300537,-82.50740051,boost,They have more people living here. They have more money being spent. More businesses and houses being made.,positive,,10,False,influx,influx,Addison has had a huge boost of immigrant labor in the last 3 years.,Democrat,Male,BornInUS,English,USA,0.35,0.015046717,0.2788326,0.7061207,positive,0.19720574,1.034076477368498,0.006248056,0.2781557,0.7155962,positive,0.74762344,low
R_eKYXlWQBrMv1MmR,33.56289673,-112.0519028,boost,"I think the effect has been largely positive. The new immigrants fill a need for manual labor with some even opening shops. The immigrants likely bring new and different cultures to the area which makes it a more vibrant, diverse community in which to live.",positive,fill (container),9,False,increase,It means there is more of than before.,The last three years have seen immigrant labor in the town of Addison increase substantially. ,Independent,Male,BornInUS,English,USA,0.1628787878787879,0.0017621217,0.059080638,0.93915725,positive,0.8649637,0.6163401349412423,0.10850773,0.7432377,0.14825454,neutral,0.80700386,medium
R_BrlHDv2f6nccICd,41.05130005,-85.1065979,boost,"It sounds like the town is opening more businesses.  That's good for the economy.  Also, diversity is good for communities.",positive,,10,False,increase,large increase,In the last three years the town of Addison has seen an increase in immgrant labor.,Democrat,Female,BornInUS,English,1,0.6333333333333333,0.0022463577,0.0418248,0.9559288,positive,0.91302204,1.034076477368498,0.0095628975,0.7915195,0.19891752,neutral,0.67307746,low
R_2BmKKjy9sF7z79Z,38.76780701,-75.29779816,boost,"The dramatic increase in the immigrant workers has boosted the local economy.  The immigrants have supplied labor needs for farm work and have also been employed in food service, construction, cleaning, etc.  Further,  the immigrants have opened businesses such as restaurants and other small shops which also provide employment for other people.",positive,boost,8,False,boost,large increase,The town of Addison has seen a large increase in immigrant labor in the last three years.,Independent,Female,BornInUS,English,United States of America,-0.13333333333333333,0.0033623213,0.1902702,0.8063675,positive,0.4844594,0.19860379251398658,0.0066901245,0.5902917,0.4030182,neutral,0.8241507,medium
R_2TNuLNpU48MnTBB,37.2124939,-121.8641052,boost,This has helped boost the economy. it has grown jobs and help economic prosperity as a whole. it has helped shape the groundwork for a great future for everyone in this area.,positive,boost,10,False,increase,more available,Immigrant labor has been on the increase in Addison.,Democrat,Male,BornInUS,English,USA,0.30000000000000004,0.0010706699,0.02265289,0.9762764,positive,0.97132736,1.034076477368498,0.24798238,0.682125,0.06989264,neutral,0.83633876,medium
R_10PqOzlOhWc4Qqg,28.59809875,-81.35150146,boost,The economy is now booming! Immigrants have multiplied in this community to the extent they have created their own economy for goods and services.,positive,booming,8,False,increase,More employers are hiring,The labor market has gained as as result of immigrant labor.,Democrat,Female,BornInUS,English,USA,0.6,0.0018813574,0.044061754,0.95405686,positive,0.90765804,0.19860379251398658,0.006219863,0.29120827,0.70257187,positive,0.5426638,low
R_3COxLZgriZShVeH,41.05299377,-73.59349823,boost,"I think this change has had an overall positive effect on the local economy. Some immigrants have started their own shops, or expanded the labor pool in various industries, meaning more work can be done overall. 40,000 more people also means more people are spending money in Addison.",positive,,10,False,influx,rapid upward trend,"Over the last three years, the number of people immigrating to Addison has increased.",Democrat,Female,BornInUS,English,"USA, Japan",0.2585858585858586,0.0043556727,0.10702186,0.8886225,positive,0.7201582,1.034076477368498,0.021980021,0.8410325,0.13698743,neutral,0.7113063,low
R_3lxeBJFi7VgaQqu,40.71569824,-74.0,boost,it has boosted the local economy. it has increased the population. it has developed the area in different ways.,positive,boost,10,False,increase,rise,"In the last three years, there has been a rise in the immigrant labor in Addison town.",Republican,Male,BornInUS,English,"United kingdom, Canada",0.03333333333333333,0.0037008203,0.14345457,0.85284466,positive,0.617638,1.034076477368498,0.022938179,0.8765892,0.1004726,neutral,0.8245455,medium
R_3KvYrTp9iNZBlfA,45.66520691,-122.5214996,boost,"i look at the positive and i see that more jobs are opening up which is good for the local economy, more money coming in",positive,,9,False,boom,sharp rise or explosion,IN THE LAST FEW YEARS IMMIGRANT LABOR HAS RISEN,Democrat,Male,BornInUS,English,USA,0.38545454545454544,0.0015107625,0.028471533,0.9700177,positive,0.9533932,0.6163401349412423,0.2700334,0.64475936,0.08520723,neutral,0.5789149,low
R_3kBbwEtQqfR5NoS,37.81069946,-122.2478943,boost,More businesses means more tax dollars for Addison . And more jobs for the locals. Which hopefully leads to more prosperity for all Addison residents.,positive,,8,False,Increase,Significant increase over a relatively short time.,There's been a large increase in immigrant labor over the last 3 years in the town of Addison.,Republican,Female,BornInUS,English,United States,0.5,0.0015905569,0.050649893,0.9477595,positive,0.8896132,0.19860379251398658,0.012192732,0.6428398,0.34496748,neutral,0.8320859,medium
R_1GCwJRHLJFNrcKs,29.38310242,-98.39600372,boost,It has grown because the population has grown. They saw a boom in a matter of only a few years,positive,boom,8,False,number,surge,Over the last three years the town of Addison has seen an increase in immigrant labor,Independent,Female,BornInUS,English,United States,-0.1,0.010419883,0.21496905,0.77461106,positive,0.3934624,0.19860379251398658,0.018006496,0.84504163,0.13695194,neutral,0.8541314,high
R_sjRKlCjeqC7N4E9,37.75100708,-97.8219986,boost,This change would boost the local economy tremendously. There would be more equality between the locals. More demands of the locals will be met.,positive,boost,9,False,boost,to enhance or encourage,The number of immigrant labor in the town of Addison has  increased in the last three years.,Democrat,Male,BornInUS,English,United States of America,0.3333333333333333,0.003961261,0.11196627,0.8840724,positive,0.7071201,0.6163401349412423,0.10404143,0.8226996,0.07325896,neutral,0.8373705,medium
R_3san1zu5I9Hpxhb,33.78729248,-117.9230957,boost,The increase in labor means an increase in economic resources is occurring. This is definitely good for the economy.,positive,,8,False,increase,to increase,In the last three years. more immigrants have been coming to Addison to work.,Republican,Male,BornInUS,English,USA,0.44999999999999996,0.0016249977,0.027499737,0.97087526,positive,0.9558506,0.19860379251398658,0.18670759,0.74190706,0.071385324,neutral,0.82096577,medium
R_77E7cjG3gNiuTRL,37.75100708,-97.8219986,boost,"Some of the change of the local economy is that there has been many job opportunities, many immigrants are working endlessly",positive,,8,False,boost,To increase,"In the last three years, there has been a boost of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,Nigeria,0.21875,0.015810534,0.30964604,0.67454344,positive,0.106722124,0.19860379251398658,0.0044939294,0.62692136,0.36858463,neutral,0.8481427,high
R_WrsGGiCknbT5QoF,46.55830383,-95.40319824,boost,"I believe overall it would boost the local economy, more workers and more businesses overall would help bring more people to the town with jobs opening up and possible options for people to spend their money at. ",positive,boost,10,False,increase,To increase or to improve something,Addison has had a major increase of immigrant labor in the last three years. ,Republican,Male,BornInUS,English,America,0.21428571428571427,0.0013930238,0.08261735,0.9159896,positive,0.7985776,1.034076477368498,0.091616884,0.74075156,0.16763158,neutral,0.7797576,low
R_31YkuLXcqTr7dbV,26.59910583,-80.12840271,invasion,"There are more workers competing for jobs, but there also is more jobs available, more money being spent locally, and more services being provided by the influx of people. I think that overall, the economy should be better.",positive,influx,7,False,increase,a great amount of people coming into Addison,"In the last three years, many new labor immigrants have been coming to work in Addison. ",Democrat,Female,BornInUS,English,United States,0.3111111111111111,0.025576226,0.20016818,0.7742556,positive,0.39244375,-0.21913254991326914,0.16003735,0.73486054,0.10510219,neutral,0.8550417,high
R_1j9dXA1LrOZH4ix,40.72599792,-73.84799957,invasion,I believe the local economy has benefited from the influx of immigrants.  Some immigrants have started businesses like stores and restaurants which can provide employment to people living in the area.  Also most American citizens are reluctant to do agricultural work as the work is tedious and back breaking and often has to be performed in extremely hot and humid weather.  The increase in immigrants willing to do this type of work means that farmers will not have to worry about their crops rotting in the fields when they couldn't be harvested on time.,positive,influx,9,False,increase,a substantial increase or influx,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",Democrat,Male,BornInUS,English,USA,0.07142857142857142,0.14563677,0.4653447,0.38901848,neutral,-0.71143967,0.6163401349412423,0.090968706,0.8577972,0.051234074,neutral,0.86251485,high
R_2qkiGq7UHeqogUZ,36.05709839,-86.67289734,invasion,"It has improved the economy. There seems to be more jobs and things to do, which is mostly because of the immigrant concentration that strengthened the economy.",positive,strengthen,10,False,increase,a sudden influx,"In the last three tears, immigrant have turned around the town of Addison and made it into their home.",Independent,Male,BornInUS,English,United States of America,0.5,0.005320171,0.08714807,0.90753174,positive,0.77434194,1.034076477368498,0.05726681,0.84357256,0.099160634,neutral,0.66672266,low
R_4UYqsldcgKqH2IV,41.71659851,-71.14309692,invasion,The town of Addison has less and less second generation workers. The town seems to be prospering with the influx of immigrants given that they have expanded their skills. ,positive,prosper/influx,5,True,invasion,act of being intrusive,There has been a sharp increase in the number of foreign born workers in the town of Addison.,Republican,Male,BornInUS,English,USA,-0.1111111111111111,0.012208634,0.17800525,0.80978614,positive,0.49425536,-1.0546052347677806,0.094856106,0.81395245,0.09119139,neutral,0.74042284,low
R_25G9S8R2KT08hvG,41.87770081,-87.63760376,invasion,"First and foremost, the economy affects how a government acts. Economic growth stimulates business and spending. Increased exports and imports lead to greater income from business taxes.",positive,,5,True,an invasion,an act of invading especially : incursion of an army for conquest or plunder and the incoming or spread of something usually hurtful.,"In the last three years, there has been an invasion of immigrant labor in the town of Addison",Democrat,Male,BornInUS,English, new york,0.31666666666666665,0.015918162,0.37402627,0.61005557,positive,-0.07806563,-1.0546052347677806,0.64746565,0.33935174,0.013182632,negative,0.84374106,high
R_1QmYr85hYlJAp8h,40.62950134,-74.09380341,invasion,The labor economy is booming. There are a lot of people willing to work.,positive,booming,10,True,invasion,an incursion by a large number of people into a place or sphere of activity,The town of Addison has experienced a huge increase of immigrant labor in the past three years.,Democrat,Female,BornInUS,English,United States of America,0.25,0.0023815855,0.055302866,0.9423156,positive,0.87401384,1.034076477368498,0.009723157,0.50636965,0.48390713,neutral,0.8091959,medium
R_10ZCY9k3z1KFa7N,38.68409729,-121.0675964,invasion,"I think local employment has probably improved, especially in the labor and food-service jobs. There is likely more spending in local grocery stores and the housing markets.",positive,,7,False,increase,an incursion in a military context,"In recent years, the town of Addison has experienced an influx of immigrant labor.",Independent,Male,BornInUS,English,USA,0.1,0.003842056,0.17361738,0.8225406,positive,0.5308027,-0.21913254991326914,0.05432051,0.8864978,0.059181694,neutral,0.8762702,high
